company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,overall_risk_percentile,sector_risk_percentile,sector_year_risk_percentile,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class,engine_rank_overall
ABB India Limited,L32202KA1949PLC032923,Engineering / Manufacturing,non_defaulter,2015,0.329911747256726,32.99,Medium,0.3693121405910714,36.93,Medium,0.03940039333434542,agree,2,0,watchlist,27.67,33.33,30.0,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,218
ABB India Limited,L32202KA1949PLC032923,Engineering / Manufacturing,non_defaulter,2017,0.3296955500796574,32.97,Medium,0.38699589860394973,38.7,Medium,0.05730034852429233,agree,2,0,watchlist,26.67,28.21,30.0,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,221
SKF India Limited,L29130MH1961PLC011980,Engineering / Manufacturing,non_defaulter,2016,0.3295909733146747,32.96,Medium,0.33713595989447703,33.71,Medium,0.0075449865798023485,agree,2,0,watchlist,26.0,23.08,33.33,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,223
Dabur India Limited,L24230UP1975PLC003919,FMCG / Foods,non_defaulter,2017,0.3295560847078241,32.96,Medium,0.31038471285115293,31.04,Medium,0.01917137185667117,agree,2,0,watchlist,25.33,94.44,100.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,225
Bajaj Finance Limited,L65910MH1987PLC042961,NBFC / Leasing,non_defaulter,2022,0.3295410772263545,32.95,High,0.3731512419018599,37.32,Medium,0.04361016467550538,agree,4,2,watchlist,25.0,33.33,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.330 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,226
ABB India Limited,L32202KA1949PLC032923,Engineering / Manufacturing,non_defaulter,2016,0.32949370766572034,32.95,Medium,0.36179712504901423,36.18,Medium,0.0323034173832939,agree,2,0,watchlist,24.33,20.51,25.0,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,228
Bharat Heavy Electricals Limited,L74899DL1964GOI004281,Engineering / Manufacturing,non_defaulter,2016,0.3294555466482025,32.95,High,0.35133007261148724,35.13,Medium,0.021874525963284763,agree,6,2,watchlist,23.67,17.95,16.67,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,"ML probability 0.329 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,230
Tata Steel Limited,L27100WB1907PLC001473,Steel & Metals,non_defaulter,2016,0.32944959356300313,32.94,Medium,0.32386296397214454,32.39,Medium,0.005586629590858594,agree,4,0,watchlist,23.33,37.5,33.33,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,231
Bajaj Finance Limited,L65910MH1987PLC042961,NBFC / Leasing,non_defaulter,2023,0.32942743641955524,32.94,High,0.35533515114522846,35.53,Medium,0.025907714725673214,agree,4,2,watchlist,22.67,16.67,100.0,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative.",excessive_leverage|negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,233
Cochin Shipyard Limited,L63032KL1972GOI002414,Shipbuilding,non_defaulter,2014,0.32912133852231773,32.91,High,0.35266152734814327,35.27,Medium,0.023540188825825537,agree,2,2,watchlist,19.33,16.67,50.0,0.0,"Operating cash flow is negative despite positive revenue. | A qualified, adverse, or disclaimer audit opinion was detected.",negative_operating_cash_flow|qualified_audit_signal,"ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; A qualified, adverse, or disclaimer audit opinion was detected.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,243
Dabur India Limited,L24230UP1975PLC003919,FMCG / Foods,non_defaulter,2016,0.3290196856794779,32.9,Medium,0.30986107000640645,30.99,Medium,0.019158615673071477,agree,2,0,watchlist,18.67,72.22,83.33,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,245
Coal India Limited,L23109WB1973GOI028844,Mining,non_defaulter,2016,0.32900830005025417,32.9,High,0.3104985091599472,31.05,Medium,0.018509790890306965,agree,4,2,watchlist,18.33,33.33,100.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.",weak_interest_coverage|negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,246
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,Pharma,non_defaulter,2016,0.32891284612286054,32.89,High,0.31296411487870535,31.3,Medium,0.01594873124415519,agree,4,3,watchlist,17.67,25.0,50.0,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|rising_borrowings_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,248
Alok Industries Ltd,L17110DN1986PLC000334,Textiles,defaulter,2015,0.3288831313598158,32.89,High,0.31193963266667357,31.19,Medium,0.01694349869314221,agree,4,1,watchlist,17.33,14.81,14.29,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.",excessive_leverage|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,249
Titan Company Limited,L74999TZ1984PLC001456,Gems & Jewellery,non_defaulter,2017,0.32883835063345956,32.88,Medium,0.33364178290693725,33.36,Medium,0.004803432273477681,agree,2,0,watchlist,17.0,11.11,28.57,0.0,Borrowings trend over the available years is increasing. | Debt-to-equity increased materially year over year.,rising_borrowings_trend|leverage_spike,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.; Debt-to-equity increased materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,250
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,Pharma,non_defaulter,2017,0.32875366066619066,32.88,Medium,0.3096967237101992,30.97,Medium,0.019056936955991477,agree,2,0,watchlist,15.67,16.67,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,254
JSW Steel Limited,L27102MH1994PLC152925,Steel & Metals,non_defaulter,2014,0.3286715579249696,32.87,Medium,0.32413168805426595,32.41,Medium,0.00453986987070365,agree,2,0,watchlist,15.33,25.0,60.0,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,255
SKF India Limited,L29130MH1961PLC011980,Engineering / Manufacturing,non_defaulter,2017,0.3286614937237265,32.87,Medium,0.3644112281665391,36.44,Medium,0.0357497344428126,agree,2,0,watchlist,15.0,12.82,20.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,256
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,Pharma,non_defaulter,2015,0.32860284148227964,32.86,Medium,0.3096825248796661,30.97,Medium,0.018920316602613563,agree,2,0,watchlist,14.67,8.33,50.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,257
SKF India Limited,L29130MH1961PLC011980,Engineering / Manufacturing,non_defaulter,2014,0.32860054799382177,32.86,Medium,0.3559281317660335,35.59,Medium,0.027327583772211728,agree,2,0,watchlist,14.33,10.26,50.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,258
HT Media Limited,L22121DL2002PLC117874,Media,non_defaulter,2014,0.328591557624883,32.86,Medium,0.3237790290922257,32.38,Medium,0.00481252853265729,agree,2,0,watchlist,14.0,16.67,100.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,259
JSW Steel Limited,L27102MH1994PLC152925,Steel & Metals,non_defaulter,2015,0.3285563962911816,32.86,Medium,0.32057827466880795,32.06,Medium,0.007978121622373657,agree,2,0,watchlist,13.33,20.83,50.0,0.0,Revenue trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,261
Siemens Limited,L28920MH1957PLC010839,Engineering / Manufacturing,non_defaulter,2017,0.3284549962616964,32.85,Medium,0.3385059910321848,33.85,Medium,0.01005099477048843,agree,2,0,watchlist,12.67,2.56,10.0,0.0,Operating cash flow trend over the available years is negative. | Net profit margin deteriorated materially year over year.,declining_cash_flow_trend|margin_drop,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Net profit margin deteriorated materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,263
PNC Infratech Limited,L45201UP1999PLC024640,Infrastructure,non_defaulter,2016,0.3284396507433971,32.84,High,0.32900991835377247,32.9,Medium,0.0005702676103753745,agree,2,1,watchlist,12.33,9.8,11.76,0.0,Contingent liabilities exceed 50% of net worth. | Operating cash flow trend over the available years is negative.,large_contingent_liabilities|declining_cash_flow_trend,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,264
Steel Authority of India Limited,L27109DL1973GOI006454,Steel & Metals,non_defaulter,2015,0.32843059178241923,32.84,Medium,0.319550002917899,31.96,Medium,0.008880588864520256,agree,3,0,watchlist,12.0,16.67,33.33,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,265
Rajesh Exports Limited,L36911KA1990PLC020815,Gems & Jewellery,non_defaulter,2017,0.3283575209885597,32.84,Medium,0.33406985225462466,33.41,Medium,0.005712331266064963,agree,2,0,watchlist,10.33,8.33,14.29,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,270
Steel Authority of India Limited,L27109DL1973GOI006454,Steel & Metals,non_defaulter,2014,0.3283213745491941,32.83,Medium,0.31612626178581016,31.61,Medium,0.01219511276338392,agree,3,0,watchlist,7.67,12.5,40.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,278
Tata Steel Limited,L27100WB1907PLC001473,Steel & Metals,non_defaulter,2015,0.32827553717599006,32.83,Medium,0.3151862490960943,31.52,Medium,0.013089288079895789,agree,3,0,watchlist,4.67,8.33,16.67,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,287
Larsen & Toubro Limited,L99999MH1946PLC004768,Infrastructure,non_defaulter,2015,0.32826417145718073,32.83,High,0.31489601980515886,31.49,Medium,0.013368151652021876,agree,2,1,watchlist,3.67,1.96,7.14,0.0,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,290
Tata Steel Limited,L27100WB1907PLC001473,Steel & Metals,non_defaulter,2014,0.32825007577332305,32.83,Medium,0.3142703176722111,31.43,Medium,0.013979758101111961,agree,3,0,watchlist,2.67,4.17,20.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,293
Kalpataru Projects International Limited,L45203GJ1981PLC103919,Infrastructure,non_defaulter,2016,0.38959104241286807,38.96,Medium,0.3541052706170305,35.41,Medium,0.03548577179583756,agree,0,0,monitor,48.33,27.45,35.29,0.0,,,ML probability 0.390 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,156
Welspun India Limited,L17119GJ1985PLC033347,Textiles,non_defaulter,2015,0.3656766073008385,36.57,Medium,0.31467778473015917,31.47,Medium,0.050998822570679336,agree,1,0,monitor,47.33,55.56,71.43,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.366 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,159
NCC Limited,L72200TG1990PLC011146,Infrastructure,non_defaulter,2015,0.3604124553272008,36.04,Medium,0.3727792083503252,37.28,Medium,0.0123667530231244,agree,1,1,monitor,47.0,23.53,28.57,0.0,Contingent liabilities exceed 50% of net worth.,large_contingent_liabilities,ML probability 0.360 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,160
S Kumars Nationwide,L17120MH1990PLC058361,Textiles,defaulter,2012,0.3497023312296838,34.97,Medium,0.33915318777880177,33.92,Medium,0.010549143450882037,agree,1,0,monitor,46.0,51.85,100.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.350 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,163
NCC Limited,L72200TG1990PLC011146,Infrastructure,non_defaulter,2016,0.34231627061535636,34.23,Medium,0.3636933967211997,36.37,Medium,0.021377126105843358,agree,1,1,monitor,44.67,19.61,23.53,0.0,Contingent liabilities exceed 50% of net worth.,large_contingent_liabilities,ML probability 0.342 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,167
Thermax Limited,L29299PN1980PLC022787,Engineering / Manufacturing,non_defaulter,2017,0.3420442501344689,34.2,Medium,0.3958630540343142,39.59,Medium,0.053818803899845336,agree,1,0,monitor,44.33,61.54,80.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.342 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,168
Lemon Tree Hotels Limited,L74899DL1992PLC049022,Travel / Hospitality,non_defaulter,2018,0.3392149446457421,33.92,Medium,0.34495178200985976,34.5,Medium,0.005736837364117675,agree,0,0,monitor,43.67,83.33,100.0,0.0,,,ML probability 0.339 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,170
Welspun India Limited,L17119GJ1985PLC033347,Textiles,non_defaulter,2016,0.33848185322570384,33.85,Medium,0.31181346565456536,31.18,Medium,0.026668387571138485,agree,1,0,monitor,43.33,48.15,57.14,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.338 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,171
Trident Limited,L17119PB1990PLC010365,Textiles,non_defaulter,2015,0.3358866637721681,33.59,Medium,0.3343748974845608,33.44,Medium,0.0015117662876072968,agree,1,0,monitor,42.0,44.44,57.14,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.336 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,175
Schaeffler India Limited,L29130GJ1962PLC001167,Engineering / Manufacturing,non_defaulter,2017,0.3341953738633202,33.42,Medium,0.33226980449439114,33.23,Medium,0.0019255693689290698,agree,1,0,monitor,40.33,58.97,70.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.334 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,180
Kalyan Jewellers India Limited,L36911KL2009PLC024641,Gems & Jewellery,non_defaulter,2018,0.33343505165686305,33.34,Medium,0.4080002955495642,40.8,Medium,0.07456524389270114,agree,0,0,monitor,39.67,33.33,50.0,0.0,,,ML probability 0.333 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,182
Trident Limited,L17119PB1990PLC010365,Textiles,non_defaulter,2016,0.3331242106983216,33.31,Medium,0.33464079219349563,33.46,Medium,0.0015165814951740297,agree,1,0,monitor,39.33,37.04,42.86,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.333 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,183
Lemon Tree Hotels Limited,L74899DL1992PLC049022,Travel / Hospitality,non_defaulter,2017,0.33268634321802165,33.27,Medium,0.3532284262822705,35.32,Medium,0.020542083064248873,agree,0,0,monitor,38.33,50.0,100.0,0.0,,,ML probability 0.333 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,186
Indian Hotels Company Limited,L74999MH1902PLC000183,Travel / Hospitality,non_defaulter,2017,0.3326431729649064,33.26,Medium,0.31294999994496364,31.29,Medium,0.019693173019942778,agree,1,1,monitor,38.0,33.33,50.0,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit.",weak_liquidity,"ML probability 0.333 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,187
Timken India Limited,L29130KA1996PLC048230,Engineering / Manufacturing,non_defaulter,2015,0.3317932906426343,33.18,Medium,0.3614533998155652,36.15,Medium,0.029660109172930882,agree,1,0,monitor,36.33,56.41,70.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.332 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,192
Raymond Limited,L17117MH1925PLC001208,Textiles,non_defaulter,2017,0.3315266461767407,33.15,Medium,0.33003711072437963,33.0,Medium,0.0014895354523610793,agree,1,0,monitor,35.33,33.33,50.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.332 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0,195
